 time            vgs_fr          time            vds_fr         
 3.56280000e-06  7.03155758e-01  3.56280000e-06  7.07295984e-01 
 3.57280000e-06  7.02583689e-01  3.57280000e-06  7.12509050e-01 
 3.58280000e-06  7.02029049e-01  3.58280000e-06  7.17592437e-01 
 3.59280000e-06  7.01494027e-01  3.59280000e-06  7.22526377e-01 
 3.60280000e-06  7.00980735e-01  3.60280000e-06  7.27291756e-01 
 3.61280000e-06  7.00491198e-01  3.61280000e-06  7.31870188e-01 
 3.62280000e-06  7.00027348e-01  3.62280000e-06  7.36244077e-01 
 3.63280000e-06  6.99591016e-01  3.63280000e-06  7.40396681e-01 
 3.64280000e-06  6.99183924e-01  3.64280000e-06  7.44312165e-01 
 3.65280000e-06  6.98807679e-01  3.65280000e-06  7.47975655e-01 
 3.66280000e-06  6.98463765e-01  3.66280000e-06  7.51373281e-01 
 3.67280000e-06  6.98153539e-01  3.67280000e-06  7.54492223e-01 
 3.68280000e-06  6.97878227e-01  3.68280000e-06  7.57320747e-01 
 3.69280000e-06  6.97638913e-01  3.69280000e-06  7.59848236e-01 
 3.70280000e-06  6.97436544e-01  3.70280000e-06  7.62065223e-01 
 3.71280000e-06  6.97271918e-01  3.71280000e-06  7.63963413e-01 
 3.72280000e-06  6.97145683e-01  3.72280000e-06  7.65535709e-01 
 3.73280000e-06  6.97058340e-01  3.73280000e-06  7.66776224e-01 
 3.74280000e-06  6.97010231e-01  3.74280000e-06  7.67680303e-01 
 3.75280000e-06  6.97001548e-01  3.75280000e-06  7.68244530e-01 
 3.76280000e-06  6.97032323e-01  3.76280000e-06  7.68466738e-01 
 3.77280000e-06  6.97102437e-01  3.77280000e-06  7.68346018e-01 
 3.78280000e-06  6.97211612e-01  3.78280000e-06  7.67882716e-01 
 3.79280000e-06  6.97359417e-01  3.79280000e-06  7.67078441e-01 
 3.80280000e-06  6.97545269e-01  3.80280000e-06  7.65936055e-01 
 3.81280000e-06  6.97768434e-01  3.81280000e-06  7.64459673e-01 
 3.82280000e-06  6.98028033e-01  3.82280000e-06  7.62654653e-01 
 3.83280000e-06  6.98323039e-01  3.83280000e-06  7.60527584e-01 
 3.84280000e-06  6.98652290e-01  3.84280000e-06  7.58086272e-01 
 3.85280000e-06  6.99014485e-01  3.85280000e-06  7.55339719e-01 
 3.86280000e-06  6.99408196e-01  3.86280000e-06  7.52298105e-01 
 3.87280000e-06  6.99831867e-01  3.87280000e-06  7.48972761e-01 
 3.88280000e-06  7.00283829e-01  3.88280000e-06  7.45376135e-01 
 3.89280000e-06  7.00762295e-01  3.89280000e-06  7.41521764e-01 
 3.90280000e-06  7.01265379e-01  3.90280000e-06  7.37424230e-01 
 3.91280000e-06  7.01791096e-01  3.91280000e-06  7.33099116e-01 
 3.92280000e-06  7.02337369e-01  3.92280000e-06  7.28562962e-01 
 3.93280000e-06  7.02902043e-01  3.93280000e-06  7.23833204e-01 
 3.94280000e-06  7.03482891e-01  3.94280000e-06  7.18928123e-01 
 3.95280000e-06  7.04077618e-01  3.95280000e-06  7.13866772e-01 
 3.96280000e-06  7.04683879e-01  3.96280000e-06  7.08668916e-01 
 3.97280000e-06  7.05299281e-01  3.97280000e-06  7.03354950e-01 
 3.98280000e-06  7.05921395e-01  3.98280000e-06  6.97945824e-01 
 3.99280000e-06  7.06547765e-01  3.99280000e-06  6.92462957e-01 
 4.00000000e-06  7.07000000e-01  4.00000000e-06  6.88481344e-01 
