 frequency       vdb(vds_fr)    
 3.98107171e+00  1.89755995e+01 
 4.07380278e+00  1.89755995e+01 
 4.16869383e+00  1.89755995e+01 
 4.26579519e+00  1.89755995e+01 
 4.36515832e+00  1.89755995e+01 
 4.46683592e+00  1.89755995e+01 
 4.57088190e+00  1.89755995e+01 
 4.67735141e+00  1.89755995e+01 
 4.78630092e+00  1.89755995e+01 
 4.89778819e+00  1.89755995e+01 
 5.01187234e+00  1.89755995e+01 
 5.12861384e+00  1.89755995e+01 
 5.24807460e+00  1.89755995e+01 
 5.37031796e+00  1.89755995e+01 
 5.49540874e+00  1.89755995e+01 
 5.62341325e+00  1.89755995e+01 
 5.75439937e+00  1.89755995e+01 
 5.88843655e+00  1.89755995e+01 
 6.02559586e+00  1.89755995e+01 
 6.16595002e+00  1.89755995e+01 
 6.30957344e+00  1.89755995e+01 
 6.45654229e+00  1.89755995e+01 
 6.60693448e+00  1.89755995e+01 
 6.76082975e+00  1.89755995e+01 
 6.91830971e+00  1.89755995e+01 
 7.07945784e+00  1.89755995e+01 
 7.24435960e+00  1.89755995e+01 
 7.41310241e+00  1.89755995e+01 
 7.58577575e+00  1.89755995e+01 
 7.76247117e+00  1.89755995e+01 
 7.94328235e+00  1.89755995e+01 
 8.12830516e+00  1.89755995e+01 
 8.31763771e+00  1.89755995e+01 
 8.51138038e+00  1.89755995e+01 
 8.70963590e+00  1.89755995e+01 
 8.91250938e+00  1.89755995e+01 
 9.12010839e+00  1.89755995e+01 
 9.33254301e+00  1.89755995e+01 
 9.54992586e+00  1.89755995e+01 
 9.77237221e+00  1.89755995e+01 
 1.00000000e+01  1.89755995e+01 
 1.02329299e+01  1.89755995e+01 
 1.04712855e+01  1.89755995e+01 
 1.07151931e+01  1.89755995e+01 
 1.09647820e+01  1.89755995e+01 
 1.12201845e+01  1.89755995e+01 
 1.14815362e+01  1.89755995e+01 
 1.17489755e+01  1.89755995e+01 
 1.20226443e+01  1.89755995e+01 
 1.23026877e+01  1.89755995e+01 
 1.25892541e+01  1.89755995e+01 
 1.28824955e+01  1.89755995e+01 
 1.31825674e+01  1.89755995e+01 
 1.34896288e+01  1.89755995e+01 
 1.38038426e+01  1.89755995e+01 
 1.41253754e+01  1.89755995e+01 
 1.44543977e+01  1.89755995e+01 
 1.47910839e+01  1.89755995e+01 
 1.51356125e+01  1.89755995e+01 
 1.54881662e+01  1.89755995e+01 
 1.58489319e+01  1.89755995e+01 
 1.62181010e+01  1.89755995e+01 
 1.65958691e+01  1.89755995e+01 
 1.69824365e+01  1.89755995e+01 
 1.73780083e+01  1.89755995e+01 
 1.77827941e+01  1.89755995e+01 
 1.81970086e+01  1.89755995e+01 
 1.86208714e+01  1.89755995e+01 
 1.90546072e+01  1.89755995e+01 
 1.94984460e+01  1.89755995e+01 
 1.99526231e+01  1.89755995e+01 
 2.04173794e+01  1.89755995e+01 
 2.08929613e+01  1.89755995e+01 
 2.13796209e+01  1.89755995e+01 
 2.18776162e+01  1.89755995e+01 
 2.23872114e+01  1.89755995e+01 
 2.29086765e+01  1.89755995e+01 
 2.34422882e+01  1.89755995e+01 
 2.39883292e+01  1.89755995e+01 
 2.45470892e+01  1.89755995e+01 
 2.51188643e+01  1.89755995e+01 
 2.57039578e+01  1.89755995e+01 
 2.63026799e+01  1.89755995e+01 
 2.69153480e+01  1.89755995e+01 
 2.75422870e+01  1.89755995e+01 
 2.81838293e+01  1.89755995e+01 
 2.88403150e+01  1.89755995e+01 
 2.95120923e+01  1.89755995e+01 
 3.01995172e+01  1.89755995e+01 
 3.09029543e+01  1.89755995e+01 
 3.16227766e+01  1.89755995e+01 
 3.23593657e+01  1.89755995e+01 
 3.31131121e+01  1.89755995e+01 
 3.38844156e+01  1.89755995e+01 
 3.46736850e+01  1.89755995e+01 
 3.54813389e+01  1.89755995e+01 
 3.63078055e+01  1.89755995e+01 
 3.71535229e+01  1.89755995e+01 
 3.80189396e+01  1.89755995e+01 
 3.89045145e+01  1.89755995e+01 
 3.98107171e+01  1.89755995e+01 
 4.07380278e+01  1.89755995e+01 
 4.16869383e+01  1.89755995e+01 
 4.26579519e+01  1.89755995e+01 
 4.36515832e+01  1.89755995e+01 
 4.46683592e+01  1.89755995e+01 
 4.57088190e+01  1.89755995e+01 
 4.67735141e+01  1.89755995e+01 
 4.78630092e+01  1.89755995e+01 
 4.89778819e+01  1.89755995e+01 
 5.01187234e+01  1.89755995e+01 
 5.12861384e+01  1.89755995e+01 
 5.24807460e+01  1.89755995e+01 
 5.37031796e+01  1.89755995e+01 
 5.49540874e+01  1.89755995e+01 
 5.62341325e+01  1.89755995e+01 
 5.75439937e+01  1.89755995e+01 
 5.88843655e+01  1.89755995e+01 
 6.02559586e+01  1.89755995e+01 
 6.16595002e+01  1.89755995e+01 
 6.30957344e+01  1.89755995e+01 
 6.45654229e+01  1.89755995e+01 
 6.60693448e+01  1.89755995e+01 
 6.76082975e+01  1.89755995e+01 
 6.91830971e+01  1.89755995e+01 
 7.07945784e+01  1.89755995e+01 
 7.24435960e+01  1.89755995e+01 
 7.41310241e+01  1.89755995e+01 
 7.58577575e+01  1.89755995e+01 
 7.76247117e+01  1.89755995e+01 
 7.94328235e+01  1.89755995e+01 
 8.12830516e+01  1.89755995e+01 
 8.31763771e+01  1.89755995e+01 
 8.51138038e+01  1.89755995e+01 
 8.70963590e+01  1.89755995e+01 
 8.91250938e+01  1.89755995e+01 
 9.12010839e+01  1.89755995e+01 
 9.33254301e+01  1.89755995e+01 
 9.54992586e+01  1.89755995e+01 
 9.77237221e+01  1.89755995e+01 
 1.00000000e+02  1.89755995e+01 
 1.02329299e+02  1.89755995e+01 
 1.04712855e+02  1.89755995e+01 
 1.07151931e+02  1.89755995e+01 
 1.09647820e+02  1.89755995e+01 
 1.12201845e+02  1.89755995e+01 
 1.14815362e+02  1.89755995e+01 
 1.17489755e+02  1.89755995e+01 
 1.20226443e+02  1.89755995e+01 
 1.23026877e+02  1.89755995e+01 
 1.25892541e+02  1.89755995e+01 
 1.28824955e+02  1.89755995e+01 
 1.31825674e+02  1.89755995e+01 
 1.34896288e+02  1.89755995e+01 
 1.38038426e+02  1.89755995e+01 
 1.41253754e+02  1.89755995e+01 
 1.44543977e+02  1.89755995e+01 
 1.47910839e+02  1.89755995e+01 
 1.51356125e+02  1.89755995e+01 
 1.54881662e+02  1.89755995e+01 
 1.58489319e+02  1.89755995e+01 
 1.62181010e+02  1.89755995e+01 
 1.65958691e+02  1.89755995e+01 
 1.69824365e+02  1.89755995e+01 
 1.73780083e+02  1.89755995e+01 
 1.77827941e+02  1.89755995e+01 
 1.81970086e+02  1.89755995e+01 
 1.86208714e+02  1.89755995e+01 
 1.90546072e+02  1.89755995e+01 
 1.94984460e+02  1.89755995e+01 
 1.99526231e+02  1.89755995e+01 
 2.04173794e+02  1.89755995e+01 
 2.08929613e+02  1.89755995e+01 
 2.13796209e+02  1.89755995e+01 
 2.18776162e+02  1.89755995e+01 
 2.23872114e+02  1.89755995e+01 
 2.29086765e+02  1.89755995e+01 
 2.34422882e+02  1.89755995e+01 
 2.39883292e+02  1.89755995e+01 
 2.45470892e+02  1.89755995e+01 
 2.51188643e+02  1.89755995e+01 
 2.57039578e+02  1.89755995e+01 
 2.63026799e+02  1.89755995e+01 
 2.69153480e+02  1.89755995e+01 
 2.75422870e+02  1.89755995e+01 
 2.81838293e+02  1.89755995e+01 
 2.88403150e+02  1.89755995e+01 
 2.95120923e+02  1.89755995e+01 
 3.01995172e+02  1.89755995e+01 
 3.09029543e+02  1.89755995e+01 
 3.16227766e+02  1.89755995e+01 
 3.23593657e+02  1.89755995e+01 
 3.31131121e+02  1.89755995e+01 
 3.38844156e+02  1.89755995e+01 
 3.46736850e+02  1.89755995e+01 
 3.54813389e+02  1.89755995e+01 
 3.63078055e+02  1.89755995e+01 
 3.71535229e+02  1.89755995e+01 
 3.80189396e+02  1.89755994e+01 
 3.89045145e+02  1.89755994e+01 
 3.98107171e+02  1.89755994e+01 
 4.07380278e+02  1.89755994e+01 
 4.16869383e+02  1.89755994e+01 
 4.26579519e+02  1.89755994e+01 
 4.36515832e+02  1.89755994e+01 
 4.46683592e+02  1.89755994e+01 
 4.57088190e+02  1.89755994e+01 
 4.67735141e+02  1.89755994e+01 
 4.78630092e+02  1.89755994e+01 
 4.89778819e+02  1.89755994e+01 
 5.01187234e+02  1.89755994e+01 
 5.12861384e+02  1.89755994e+01 
 5.24807460e+02  1.89755994e+01 
 5.37031796e+02  1.89755994e+01 
 5.49540874e+02  1.89755994e+01 
 5.62341325e+02  1.89755994e+01 
 5.75439937e+02  1.89755994e+01 
 5.88843655e+02  1.89755994e+01 
 6.02559586e+02  1.89755994e+01 
 6.16595002e+02  1.89755994e+01 
 6.30957344e+02  1.89755994e+01 
 6.45654229e+02  1.89755994e+01 
 6.60693448e+02  1.89755994e+01 
 6.76082975e+02  1.89755994e+01 
 6.91830971e+02  1.89755994e+01 
 7.07945784e+02  1.89755994e+01 
 7.24435960e+02  1.89755994e+01 
 7.41310241e+02  1.89755994e+01 
 7.58577575e+02  1.89755994e+01 
 7.76247117e+02  1.89755994e+01 
 7.94328235e+02  1.89755994e+01 
 8.12830516e+02  1.89755994e+01 
 8.31763771e+02  1.89755994e+01 
 8.51138038e+02  1.89755994e+01 
 8.70963590e+02  1.89755994e+01 
 8.91250938e+02  1.89755994e+01 
 9.12010839e+02  1.89755994e+01 
 9.33254301e+02  1.89755994e+01 
 9.54992586e+02  1.89755994e+01 
 9.77237221e+02  1.89755994e+01 
 1.00000000e+03  1.89755994e+01 
 1.02329299e+03  1.89755994e+01 
 1.04712855e+03  1.89755994e+01 
 1.07151931e+03  1.89755994e+01 
 1.09647820e+03  1.89755994e+01 
 1.12201845e+03  1.89755994e+01 
 1.14815362e+03  1.89755994e+01 
 1.17489755e+03  1.89755994e+01 
 1.20226443e+03  1.89755994e+01 
 1.23026877e+03  1.89755994e+01 
 1.25892541e+03  1.89755994e+01 
 1.28824955e+03  1.89755994e+01 
 1.31825674e+03  1.89755994e+01 
 1.34896288e+03  1.89755994e+01 
 1.38038426e+03  1.89755994e+01 
 1.41253754e+03  1.89755994e+01 
 1.44543977e+03  1.89755994e+01 
 1.47910839e+03  1.89755994e+01 
 1.51356125e+03  1.89755994e+01 
 1.54881662e+03  1.89755994e+01 
 1.58489319e+03  1.89755994e+01 
 1.62181010e+03  1.89755994e+01 
 1.65958691e+03  1.89755994e+01 
 1.69824365e+03  1.89755994e+01 
 1.73780083e+03  1.89755994e+01 
 1.77827941e+03  1.89755993e+01 
 1.81970086e+03  1.89755993e+01 
 1.86208714e+03  1.89755993e+01 
 1.90546072e+03  1.89755993e+01 
 1.94984460e+03  1.89755993e+01 
 1.99526231e+03  1.89755993e+01 
 2.04173794e+03  1.89755993e+01 
 2.08929613e+03  1.89755993e+01 
 2.13796209e+03  1.89755993e+01 
 2.18776162e+03  1.89755993e+01 
 2.23872114e+03  1.89755993e+01 
 2.29086765e+03  1.89755993e+01 
 2.34422882e+03  1.89755993e+01 
 2.39883292e+03  1.89755993e+01 
 2.45470892e+03  1.89755993e+01 
 2.51188643e+03  1.89755992e+01 
 2.57039578e+03  1.89755992e+01 
 2.63026799e+03  1.89755992e+01 
 2.69153480e+03  1.89755992e+01 
 2.75422870e+03  1.89755992e+01 
 2.81838293e+03  1.89755992e+01 
 2.88403150e+03  1.89755992e+01 
 2.95120923e+03  1.89755992e+01 
 3.01995172e+03  1.89755991e+01 
 3.09029543e+03  1.89755991e+01 
 3.16227766e+03  1.89755991e+01 
 3.23593657e+03  1.89755991e+01 
 3.31131121e+03  1.89755991e+01 
 3.38844156e+03  1.89755991e+01 
 3.46736850e+03  1.89755990e+01 
 3.54813389e+03  1.89755990e+01 
 3.63078055e+03  1.89755990e+01 
 3.71535229e+03  1.89755990e+01 
 3.80189396e+03  1.89755990e+01 
 3.89045145e+03  1.89755989e+01 
 3.98107171e+03  1.89755989e+01 
 4.07380278e+03  1.89755989e+01 
 4.16869383e+03  1.89755989e+01 
 4.26579519e+03  1.89755988e+01 
 4.36515832e+03  1.89755988e+01 
 4.46683592e+03  1.89755988e+01 
 4.57088190e+03  1.89755987e+01 
 4.67735141e+03  1.89755987e+01 
 4.78630092e+03  1.89755987e+01 
 4.89778819e+03  1.89755986e+01 
 5.01187234e+03  1.89755986e+01 
 5.12861384e+03  1.89755986e+01 
 5.24807460e+03  1.89755985e+01 
 5.37031796e+03  1.89755985e+01 
 5.49540874e+03  1.89755984e+01 
 5.62341325e+03  1.89755984e+01 
 5.75439937e+03  1.89755983e+01 
 5.88843655e+03  1.89755983e+01 
 6.02559586e+03  1.89755982e+01 
 6.16595002e+03  1.89755982e+01 
 6.30957344e+03  1.89755981e+01 
 6.45654229e+03  1.89755980e+01 
 6.60693448e+03  1.89755980e+01 
 6.76082975e+03  1.89755979e+01 
 6.91830971e+03  1.89755978e+01 
 7.07945784e+03  1.89755978e+01 
 7.24435960e+03  1.89755977e+01 
 7.41310241e+03  1.89755976e+01 
 7.58577575e+03  1.89755975e+01 
 7.76247117e+03  1.89755974e+01 
 7.94328235e+03  1.89755973e+01 
 8.12830516e+03  1.89755972e+01 
 8.31763771e+03  1.89755971e+01 
 8.51138038e+03  1.89755970e+01 
 8.70963590e+03  1.89755969e+01 
 8.91250938e+03  1.89755968e+01 
 9.12010839e+03  1.89755966e+01 
 9.33254301e+03  1.89755965e+01 
 9.54992586e+03  1.89755964e+01 
 9.77237221e+03  1.89755962e+01 
 1.00000000e+04  1.89755961e+01 
 1.02329299e+04  1.89755959e+01 
 1.04712855e+04  1.89755958e+01 
 1.07151931e+04  1.89755956e+01 
 1.09647820e+04  1.89755954e+01 
 1.12201845e+04  1.89755952e+01 
 1.14815362e+04  1.89755950e+01 
 1.17489755e+04  1.89755948e+01 
 1.20226443e+04  1.89755946e+01 
 1.23026877e+04  1.89755943e+01 
 1.25892541e+04  1.89755941e+01 
 1.28824955e+04  1.89755938e+01 
 1.31825674e+04  1.89755936e+01 
 1.34896288e+04  1.89755933e+01 
 1.38038426e+04  1.89755930e+01 
 1.41253754e+04  1.89755927e+01 
 1.44543977e+04  1.89755924e+01 
 1.47910839e+04  1.89755921e+01 
 1.51356125e+04  1.89755917e+01 
 1.54881662e+04  1.89755914e+01 
 1.58489319e+04  1.89755910e+01 
 1.62181010e+04  1.89755906e+01 
 1.65958691e+04  1.89755902e+01 
 1.69824365e+04  1.89755897e+01 
 1.73780083e+04  1.89755893e+01 
 1.77827941e+04  1.89755888e+01 
 1.81970086e+04  1.89755883e+01 
 1.86208714e+04  1.89755877e+01 
 1.90546072e+04  1.89755872e+01 
 1.94984460e+04  1.89755866e+01 
 1.99526231e+04  1.89755860e+01 
 2.04173794e+04  1.89755854e+01 
 2.08929613e+04  1.89755847e+01 
 2.13796209e+04  1.89755840e+01 
 2.18776162e+04  1.89755833e+01 
 2.23872114e+04  1.89755825e+01 
 2.29086765e+04  1.89755817e+01 
 2.34422882e+04  1.89755809e+01 
 2.39883292e+04  1.89755800e+01 
 2.45470892e+04  1.89755791e+01 
 2.51188643e+04  1.89755781e+01 
 2.57039578e+04  1.89755771e+01 
 2.63026799e+04  1.89755761e+01 
 2.69153480e+04  1.89755750e+01 
 2.75422870e+04  1.89755738e+01 
 2.81838293e+04  1.89755726e+01 
 2.88403150e+04  1.89755714e+01 
 2.95120923e+04  1.89755700e+01 
 3.01995172e+04  1.89755687e+01 
 3.09029543e+04  1.89755672e+01 
 3.16227766e+04  1.89755657e+01 
 3.23593657e+04  1.89755641e+01 
 3.31131121e+04  1.89755624e+01 
 3.38844156e+04  1.89755607e+01 
 3.46736850e+04  1.89755588e+01 
 3.54813389e+04  1.89755569e+01 
 3.63078055e+04  1.89755549e+01 
 3.71535229e+04  1.89755528e+01 
 3.80189396e+04  1.89755506e+01 
 3.89045145e+04  1.89755483e+01 
 3.98107171e+04  1.89755459e+01 
 4.07380278e+04  1.89755434e+01 
 4.16869383e+04  1.89755408e+01 
 4.26579519e+04  1.89755380e+01 
 4.36515832e+04  1.89755351e+01 
 4.46683592e+04  1.89755321e+01 
 4.57088190e+04  1.89755289e+01 
 4.67735141e+04  1.89755256e+01 
 4.78630092e+04  1.89755221e+01 
 4.89778819e+04  1.89755184e+01 
 5.01187234e+04  1.89755146e+01 
 5.12861384e+04  1.89755106e+01 
 5.24807460e+04  1.89755064e+01 
 5.37031796e+04  1.89755020e+01 
 5.49540874e+04  1.89754975e+01 
 5.62341325e+04  1.89754926e+01 
 5.75439937e+04  1.89754876e+01 
 5.88843655e+04  1.89754823e+01 
 6.02559586e+04  1.89754768e+01 
 6.16595002e+04  1.89754710e+01 
 6.30957344e+04  1.89754650e+01 
 6.45654229e+04  1.89754587e+01 
 6.60693448e+04  1.89754520e+01 
 6.76082975e+04  1.89754451e+01 
 6.91830971e+04  1.89754378e+01 
 7.07945784e+04  1.89754302e+01 
 7.24435960e+04  1.89754222e+01 
 7.41310241e+04  1.89754138e+01 
 7.58577575e+04  1.89754051e+01 
 7.76247117e+04  1.89753959e+01 
 7.94328235e+04  1.89753864e+01 
 8.12830516e+04  1.89753763e+01 
 8.31763771e+04  1.89753658e+01 
 8.51138038e+04  1.89753548e+01 
 8.70963590e+04  1.89753432e+01 
 8.91250938e+04  1.89753312e+01 
 9.12010839e+04  1.89753185e+01 
 9.33254301e+04  1.89753053e+01 
 9.54992586e+04  1.89752914e+01 
 9.77237221e+04  1.89752769e+01 
 1.00000000e+05  1.89752617e+01 
 1.02329299e+05  1.89752458e+01 
 1.04712855e+05  1.89752291e+01 
 1.07151931e+05  1.89752117e+01 
 1.09647820e+05  1.89751934e+01 
 1.12201845e+05  1.89751743e+01 
 1.14815362e+05  1.89751542e+01 
 1.17489755e+05  1.89751332e+01 
 1.20226443e+05  1.89751113e+01 
 1.23026877e+05  1.89750883e+01 
 1.25892541e+05  1.89750642e+01 
 1.28824955e+05  1.89750390e+01 
 1.31825674e+05  1.89750125e+01 
 1.34896288e+05  1.89749849e+01 
 1.38038426e+05  1.89749559e+01 
 1.41253754e+05  1.89749256e+01 
 1.44543977e+05  1.89748938e+01 
 1.47910839e+05  1.89748606e+01 
 1.51356125e+05  1.89748258e+01 
 1.54881662e+05  1.89747893e+01 
 1.58489319e+05  1.89747511e+01 
 1.62181010e+05  1.89747112e+01 
 1.65958691e+05  1.89746693e+01 
 1.69824365e+05  1.89746255e+01 
 1.73780083e+05  1.89745796e+01 
 1.77827941e+05  1.89745315e+01 
 1.81970086e+05  1.89744812e+01 
 1.86208714e+05  1.89744285e+01 
 1.90546072e+05  1.89743733e+01 
 1.94984460e+05  1.89743155e+01 
 1.99526231e+05  1.89742550e+01 
 2.04173794e+05  1.89741917e+01 
 2.08929613e+05  1.89741254e+01 
 2.13796209e+05  1.89740559e+01 
 2.18776162e+05  1.89739832e+01 
 2.23872114e+05  1.89739070e+01 
 2.29086765e+05  1.89738273e+01 
 2.34422882e+05  1.89737438e+01 
 2.39883292e+05  1.89736563e+01 
 2.45470892e+05  1.89735648e+01 
 2.51188643e+05  1.89734689e+01 
 2.57039578e+05  1.89733685e+01 
 2.63026799e+05  1.89732634e+01 
 2.69153480e+05  1.89731533e+01 
 2.75422870e+05  1.89730381e+01 
 2.81838293e+05  1.89729174e+01 
 2.88403150e+05  1.89727910e+01 
 2.95120923e+05  1.89726587e+01 
 3.01995172e+05  1.89725202e+01 
 3.09029543e+05  1.89723751e+01 
 3.16227766e+05  1.89722232e+01 
 3.23593657e+05  1.89720642e+01 
 3.31131121e+05  1.89718976e+01 
 3.38844156e+05  1.89717232e+01 
 3.46736850e+05  1.89715407e+01 
 3.54813389e+05  1.89713495e+01 
 3.63078055e+05  1.89711493e+01 
 3.71535229e+05  1.89709396e+01 
 3.80189396e+05  1.89707202e+01 
 3.89045145e+05  1.89704903e+01 
 3.98107171e+05  1.89702497e+01 
 4.07380278e+05  1.89699977e+01 
 4.16869383e+05  1.89697339e+01 
 4.26579519e+05  1.89694577e+01 
 4.36515832e+05  1.89691684e+01 
 4.46683592e+05  1.89688656e+01 
 4.57088190e+05  1.89685485e+01 
 4.67735141e+05  1.89682165e+01 
 4.78630092e+05  1.89678688e+01 
 4.89778819e+05  1.89675048e+01 
 5.01187234e+05  1.89671237e+01 
 5.12861384e+05  1.89667247e+01 
 5.24807460e+05  1.89663069e+01 
 5.37031796e+05  1.89658694e+01 
 5.49540874e+05  1.89654114e+01 
 5.62341325e+05  1.89649318e+01 
 5.75439937e+05  1.89644297e+01 
 5.88843655e+05  1.89639040e+01 
 6.02559586e+05  1.89633536e+01 
 6.16595002e+05  1.89627773e+01 
 6.30957344e+05  1.89621740e+01 
 6.45654229e+05  1.89615423e+01 
 6.60693448e+05  1.89608809e+01 
 6.76082975e+05  1.89601885e+01 
 6.91830971e+05  1.89594635e+01 
 7.07945784e+05  1.89587045e+01 
 7.24435960e+05  1.89579099e+01 
 7.41310241e+05  1.89570780e+01 
 7.58577575e+05  1.89562071e+01 
 7.76247117e+05  1.89552953e+01 
 7.94328235e+05  1.89543407e+01 
 8.12830516e+05  1.89533414e+01 
 8.31763771e+05  1.89522952e+01 
 8.51138038e+05  1.89512000e+01 
 8.70963590e+05  1.89500535e+01 
 8.91250938e+05  1.89488532e+01 
 9.12010839e+05  1.89475968e+01 
 9.33254301e+05  1.89462815e+01 
 9.54992586e+05  1.89449046e+01 
 9.77237221e+05  1.89434634e+01 
 1.00000000e+06  1.89419547e+01 
 1.02329299e+06  1.89403755e+01 
 1.04712855e+06  1.89387224e+01 
 1.07151931e+06  1.89369922e+01 
 1.09647820e+06  1.89351811e+01 
 1.12201845e+06  1.89332855e+01 
 1.14815362e+06  1.89313015e+01 
 1.17489755e+06  1.89292249e+01 
 1.20226443e+06  1.89270515e+01 
 1.23026877e+06  1.89247768e+01 
 1.25892541e+06  1.89223962e+01 
 1.28824955e+06  1.89199048e+01 
 1.31825674e+06  1.89172976e+01 
 1.34896288e+06  1.89145691e+01 
 1.38038426e+06  1.89117139e+01 
 1.41253754e+06  1.89087261e+01 
 1.44543977e+06  1.89055998e+01 
 1.47910839e+06  1.89023285e+01 
 1.51356125e+06  1.88989056e+01 
 1.54881662e+06  1.88953243e+01 
 1.58489319e+06  1.88915775e+01 
 1.62181010e+06  1.88876575e+01 
 1.65958691e+06  1.88835565e+01 
 1.69824365e+06  1.88792664e+01 
 1.73780083e+06  1.88747787e+01 
 1.77827941e+06  1.88700844e+01 
 1.81970086e+06  1.88651743e+01 
 1.86208714e+06  1.88600388e+01 
 1.90546072e+06  1.88546677e+01 
 1.94984460e+06  1.88490507e+01 
 1.99526231e+06  1.88431766e+01 
 2.04173794e+06  1.88370343e+01 
 2.08929613e+06  1.88306117e+01 
 2.13796209e+06  1.88238966e+01 
 2.18776162e+06  1.88168762e+01 
 2.23872114e+06  1.88095371e+01 
 2.29086765e+06  1.88018653e+01 
 2.34422882e+06  1.87938465e+01 
 2.39883292e+06  1.87854656e+01 
 2.45470892e+06  1.87767070e+01 
 2.51188643e+06  1.87675546e+01 
 2.57039578e+06  1.87579914e+01 
 2.63026799e+06  1.87480000e+01 
 2.69153480e+06  1.87375624e+01 
 2.75422870e+06  1.87266596e+01 
 2.81838293e+06  1.87152723e+01 
 2.88403150e+06  1.87033802e+01 
 2.95120923e+06  1.86909625e+01 
 3.01995172e+06  1.86779975e+01 
 3.09029543e+06  1.86644628e+01 
 3.16227766e+06  1.86503354e+01 
 3.23593657e+06  1.86355912e+01 
 3.31131121e+06  1.86202056e+01 
 3.38844156e+06  1.86041531e+01 
 3.46736850e+06  1.85874074e+01 
 3.54813389e+06  1.85699414e+01 
 3.63078055e+06  1.85517273e+01 
 3.71535229e+06  1.85327363e+01 
 3.80189396e+06  1.85129389e+01 
 3.89045145e+06  1.84923048e+01 
 3.98107171e+06  1.84708027e+01 
 4.07380278e+06  1.84484008e+01 
 4.16869383e+06  1.84250664e+01 
 4.26579519e+06  1.84007658e+01 
 4.36515832e+06  1.83754649e+01 
 4.46683592e+06  1.83491287e+01 
 4.57088190e+06  1.83217214e+01 
 4.67735141e+06  1.82932066e+01 
 4.78630092e+06  1.82635472e+01 
 4.89778819e+06  1.82327056e+01 
 5.01187234e+06  1.82006436e+01 
 5.12861384e+06  1.81673223e+01 
 5.24807460e+06  1.81327024e+01 
 5.37031796e+06  1.80967444e+01 
 5.49540874e+06  1.80594081e+01 
 5.62341325e+06  1.80206532e+01 
 5.75439937e+06  1.79804392e+01 
 5.88843655e+06  1.79387252e+01 
 6.02559586e+06  1.78954706e+01 
 6.16595002e+06  1.78506344e+01 
 6.30957344e+06  1.78041761e+01 
 6.45654229e+06  1.77560552e+01 
 6.60693448e+06  1.77062314e+01 
 6.76082975e+06  1.76546650e+01 
 6.91830971e+06  1.76013166e+01 
 7.07945784e+06  1.75461476e+01 
 7.24435960e+06  1.74891200e+01 
 7.41310241e+06  1.74301967e+01 
 7.58577575e+06  1.73693414e+01 
 7.76247117e+06  1.73065191e+01 
 7.94328235e+06  1.72416958e+01 
 8.12830516e+06  1.71748387e+01 
 8.31763771e+06  1.71059167e+01 
 8.51138038e+06  1.70349000e+01 
 8.70963590e+06  1.69617604e+01 
 8.91250938e+06  1.68864715e+01 
 9.12010839e+06  1.68090088e+01 
 9.33254301e+06  1.67293495e+01 
