 frequency       vdb(vds_fr)    
 5.88843655e+01  1.86111865e+01 
 6.02559586e+01  1.86111865e+01 
 6.16595002e+01  1.86111865e+01 
 6.30957344e+01  1.86111865e+01 
 6.45654229e+01  1.86111865e+01 
 6.60693448e+01  1.86111865e+01 
 6.76082975e+01  1.86111865e+01 
 6.91830971e+01  1.86111865e+01 
 7.07945784e+01  1.86111865e+01 
 7.24435960e+01  1.86111865e+01 
 7.41310241e+01  1.86111865e+01 
 7.58577575e+01  1.86111865e+01 
 7.76247117e+01  1.86111865e+01 
 7.94328235e+01  1.86111865e+01 
 8.12830516e+01  1.86111865e+01 
 8.31763771e+01  1.86111865e+01 
 8.51138038e+01  1.86111865e+01 
 8.70963590e+01  1.86111865e+01 
 8.91250938e+01  1.86111865e+01 
 9.12010839e+01  1.86111865e+01 
 9.33254301e+01  1.86111865e+01 
 9.54992586e+01  1.86111865e+01 
 9.77237221e+01  1.86111865e+01 
 1.00000000e+02  1.86111865e+01 
 1.02329299e+02  1.86111865e+01 
 1.04712855e+02  1.86111865e+01 
 1.07151931e+02  1.86111865e+01 
 1.09647820e+02  1.86111865e+01 
 1.12201845e+02  1.86111865e+01 
 1.14815362e+02  1.86111865e+01 
 1.17489755e+02  1.86111865e+01 
 1.20226443e+02  1.86111865e+01 
 1.23026877e+02  1.86111865e+01 
 1.25892541e+02  1.86111865e+01 
 1.28824955e+02  1.86111865e+01 
 1.31825674e+02  1.86111865e+01 
 1.34896288e+02  1.86111865e+01 
 1.38038426e+02  1.86111865e+01 
 1.41253754e+02  1.86111865e+01 
 1.44543977e+02  1.86111865e+01 
 1.47910839e+02  1.86111865e+01 
 1.51356125e+02  1.86111865e+01 
 1.54881662e+02  1.86111865e+01 
 1.58489319e+02  1.86111865e+01 
 1.62181010e+02  1.86111865e+01 
 1.65958691e+02  1.86111865e+01 
 1.69824365e+02  1.86111865e+01 
 1.73780083e+02  1.86111865e+01 
 1.77827941e+02  1.86111865e+01 
 1.81970086e+02  1.86111865e+01 
 1.86208714e+02  1.86111865e+01 
 1.90546072e+02  1.86111865e+01 
 1.94984460e+02  1.86111865e+01 
 1.99526231e+02  1.86111865e+01 
 2.04173794e+02  1.86111865e+01 
 2.08929613e+02  1.86111865e+01 
 2.13796209e+02  1.86111865e+01 
 2.18776162e+02  1.86111865e+01 
 2.23872114e+02  1.86111865e+01 
 2.29086765e+02  1.86111865e+01 
 2.34422882e+02  1.86111865e+01 
 2.39883292e+02  1.86111865e+01 
 2.45470892e+02  1.86111865e+01 
 2.51188643e+02  1.86111865e+01 
 2.57039578e+02  1.86111865e+01 
 2.63026799e+02  1.86111865e+01 
 2.69153480e+02  1.86111865e+01 
 2.75422870e+02  1.86111865e+01 
 2.81838293e+02  1.86111865e+01 
 2.88403150e+02  1.86111865e+01 
 2.95120923e+02  1.86111865e+01 
 3.01995172e+02  1.86111865e+01 
 3.09029543e+02  1.86111865e+01 
 3.16227766e+02  1.86111865e+01 
 3.23593657e+02  1.86111865e+01 
 3.31131121e+02  1.86111865e+01 
 3.38844156e+02  1.86111865e+01 
 3.46736850e+02  1.86111865e+01 
 3.54813389e+02  1.86111865e+01 
 3.63078055e+02  1.86111865e+01 
 3.71535229e+02  1.86111865e+01 
 3.80189396e+02  1.86111865e+01 
 3.89045145e+02  1.86111865e+01 
 3.98107171e+02  1.86111865e+01 
 4.07380278e+02  1.86111865e+01 
 4.16869383e+02  1.86111865e+01 
 4.26579519e+02  1.86111865e+01 
 4.36515832e+02  1.86111865e+01 
 4.46683592e+02  1.86111865e+01 
 4.57088190e+02  1.86111865e+01 
 4.67735141e+02  1.86111865e+01 
 4.78630092e+02  1.86111865e+01 
 4.89778819e+02  1.86111865e+01 
 5.01187234e+02  1.86111865e+01 
 5.12861384e+02  1.86111865e+01 
 5.24807460e+02  1.86111865e+01 
 5.37031796e+02  1.86111865e+01 
 5.49540874e+02  1.86111865e+01 
 5.62341325e+02  1.86111865e+01 
 5.75439937e+02  1.86111865e+01 
 5.88843655e+02  1.86111865e+01 
 6.02559586e+02  1.86111865e+01 
 6.16595002e+02  1.86111865e+01 
 6.30957344e+02  1.86111865e+01 
 6.45654229e+02  1.86111865e+01 
 6.60693448e+02  1.86111864e+01 
 6.76082975e+02  1.86111864e+01 
 6.91830971e+02  1.86111864e+01 
 7.07945784e+02  1.86111864e+01 
 7.24435960e+02  1.86111864e+01 
 7.41310241e+02  1.86111864e+01 
 7.58577575e+02  1.86111864e+01 
 7.76247117e+02  1.86111864e+01 
 7.94328235e+02  1.86111864e+01 
 8.12830516e+02  1.86111864e+01 
 8.31763771e+02  1.86111864e+01 
 8.51138038e+02  1.86111864e+01 
 8.70963590e+02  1.86111864e+01 
 8.91250938e+02  1.86111864e+01 
 9.12010839e+02  1.86111864e+01 
 9.33254301e+02  1.86111864e+01 
 9.54992586e+02  1.86111864e+01 
 9.77237221e+02  1.86111864e+01 
 1.00000000e+03  1.86111864e+01 
 1.02329299e+03  1.86111864e+01 
 1.04712855e+03  1.86111864e+01 
 1.07151931e+03  1.86111864e+01 
 1.09647820e+03  1.86111864e+01 
 1.12201845e+03  1.86111864e+01 
 1.14815362e+03  1.86111864e+01 
 1.17489755e+03  1.86111864e+01 
 1.20226443e+03  1.86111864e+01 
 1.23026877e+03  1.86111864e+01 
 1.25892541e+03  1.86111864e+01 
 1.28824955e+03  1.86111864e+01 
 1.31825674e+03  1.86111864e+01 
 1.34896288e+03  1.86111864e+01 
 1.38038426e+03  1.86111864e+01 
 1.41253754e+03  1.86111864e+01 
 1.44543977e+03  1.86111864e+01 
 1.47910839e+03  1.86111864e+01 
 1.51356125e+03  1.86111864e+01 
 1.54881662e+03  1.86111864e+01 
 1.58489319e+03  1.86111864e+01 
 1.62181010e+03  1.86111864e+01 
 1.65958691e+03  1.86111864e+01 
 1.69824365e+03  1.86111864e+01 
 1.73780083e+03  1.86111864e+01 
 1.77827941e+03  1.86111864e+01 
 1.81970086e+03  1.86111863e+01 
 1.86208714e+03  1.86111863e+01 
 1.90546072e+03  1.86111863e+01 
 1.94984460e+03  1.86111863e+01 
 1.99526231e+03  1.86111863e+01 
 2.04173794e+03  1.86111863e+01 
 2.08929613e+03  1.86111863e+01 
 2.13796209e+03  1.86111863e+01 
 2.18776162e+03  1.86111863e+01 
 2.23872114e+03  1.86111863e+01 
 2.29086765e+03  1.86111863e+01 
 2.34422882e+03  1.86111863e+01 
 2.39883292e+03  1.86111863e+01 
 2.45470892e+03  1.86111862e+01 
 2.51188643e+03  1.86111862e+01 
 2.57039578e+03  1.86111862e+01 
 2.63026799e+03  1.86111862e+01 
 2.69153480e+03  1.86111862e+01 
 2.75422870e+03  1.86111862e+01 
 2.81838293e+03  1.86111862e+01 
 2.88403150e+03  1.86111862e+01 
 2.95120923e+03  1.86111861e+01 
 3.01995172e+03  1.86111861e+01 
 3.09029543e+03  1.86111861e+01 
 3.16227766e+03  1.86111861e+01 
 3.23593657e+03  1.86111861e+01 
 3.31131121e+03  1.86111861e+01 
 3.38844156e+03  1.86111860e+01 
 3.46736850e+03  1.86111860e+01 
 3.54813389e+03  1.86111860e+01 
 3.63078055e+03  1.86111860e+01 
 3.71535229e+03  1.86111860e+01 
 3.80189396e+03  1.86111859e+01 
 3.89045145e+03  1.86111859e+01 
 3.98107171e+03  1.86111859e+01 
 4.07380278e+03  1.86111859e+01 
 4.16869383e+03  1.86111858e+01 
 4.26579519e+03  1.86111858e+01 
 4.36515832e+03  1.86111858e+01 
 4.46683592e+03  1.86111857e+01 
 4.57088190e+03  1.86111857e+01 
 4.67735141e+03  1.86111857e+01 
 4.78630092e+03  1.86111856e+01 
 4.89778819e+03  1.86111856e+01 
 5.01187234e+03  1.86111856e+01 
 5.12861384e+03  1.86111855e+01 
 5.24807460e+03  1.86111855e+01 
 5.37031796e+03  1.86111854e+01 
 5.49540874e+03  1.86111854e+01 
 5.62341325e+03  1.86111853e+01 
 5.75439937e+03  1.86111853e+01 
 5.88843655e+03  1.86111852e+01 
 6.02559586e+03  1.86111851e+01 
 6.16595002e+03  1.86111851e+01 
 6.30957344e+03  1.86111850e+01 
 6.45654229e+03  1.86111849e+01 
 6.60693448e+03  1.86111849e+01 
 6.76082975e+03  1.86111848e+01 
 6.91830971e+03  1.86111847e+01 
 7.07945784e+03  1.86111846e+01 
 7.24435960e+03  1.86111846e+01 
 7.41310241e+03  1.86111845e+01 
 7.58577575e+03  1.86111844e+01 
 7.76247117e+03  1.86111843e+01 
 7.94328235e+03  1.86111842e+01 
 8.12830516e+03  1.86111841e+01 
 8.31763771e+03  1.86111839e+01 
 8.51138038e+03  1.86111838e+01 
 8.70963590e+03  1.86111837e+01 
 8.91250938e+03  1.86111836e+01 
 9.12010839e+03  1.86111834e+01 
 9.33254301e+03  1.86111833e+01 
 9.54992586e+03  1.86111831e+01 
 9.77237221e+03  1.86111830e+01 
 1.00000000e+04  1.86111828e+01 
 1.02329299e+04  1.86111827e+01 
 1.04712855e+04  1.86111825e+01 
 1.07151931e+04  1.86111823e+01 
 1.09647820e+04  1.86111821e+01 
 1.12201845e+04  1.86111819e+01 
 1.14815362e+04  1.86111817e+01 
 1.17489755e+04  1.86111814e+01 
 1.20226443e+04  1.86111812e+01 
 1.23026877e+04  1.86111810e+01 
 1.25892541e+04  1.86111807e+01 
 1.28824955e+04  1.86111804e+01 
 1.31825674e+04  1.86111801e+01 
 1.34896288e+04  1.86111798e+01 
 1.38038426e+04  1.86111795e+01 
 1.41253754e+04  1.86111792e+01 
 1.44543977e+04  1.86111789e+01 
 1.47910839e+04  1.86111785e+01 
 1.51356125e+04  1.86111781e+01 
 1.54881662e+04  1.86111777e+01 
 1.58489319e+04  1.86111773e+01 
 1.62181010e+04  1.86111769e+01 
 1.65958691e+04  1.86111764e+01 
 1.69824365e+04  1.86111760e+01 
 1.73780083e+04  1.86111755e+01 
 1.77827941e+04  1.86111750e+01 
 1.81970086e+04  1.86111744e+01 
 1.86208714e+04  1.86111738e+01 
 1.90546072e+04  1.86111733e+01 
 1.94984460e+04  1.86111726e+01 
 1.99526231e+04  1.86111720e+01 
 2.04173794e+04  1.86111713e+01 
 2.08929613e+04  1.86111706e+01 
 2.13796209e+04  1.86111698e+01 
 2.18776162e+04  1.86111690e+01 
 2.23872114e+04  1.86111682e+01 
 2.29086765e+04  1.86111674e+01 
 2.34422882e+04  1.86111665e+01 
 2.39883292e+04  1.86111655e+01 
 2.45470892e+04  1.86111645e+01 
 2.51188643e+04  1.86111635e+01 
 2.57039578e+04  1.86111624e+01 
 2.63026799e+04  1.86111613e+01 
 2.69153480e+04  1.86111601e+01 
 2.75422870e+04  1.86111589e+01 
 2.81838293e+04  1.86111576e+01 
 2.88403150e+04  1.86111562e+01 
 2.95120923e+04  1.86111548e+01 
 3.01995172e+04  1.86111533e+01 
 3.09029543e+04  1.86111517e+01 
 3.16227766e+04  1.86111501e+01 
 3.23593657e+04  1.86111484e+01 
 3.31131121e+04  1.86111466e+01 
 3.38844156e+04  1.86111447e+01 
 3.46736850e+04  1.86111427e+01 
 3.54813389e+04  1.86111406e+01 
 3.63078055e+04  1.86111385e+01 
 3.71535229e+04  1.86111362e+01 
 3.80189396e+04  1.86111339e+01 
 3.89045145e+04  1.86111314e+01 
 3.98107171e+04  1.86111288e+01 
 4.07380278e+04  1.86111261e+01 
 4.16869383e+04  1.86111232e+01 
 4.26579519e+04  1.86111202e+01 
 4.36515832e+04  1.86111171e+01 
 4.46683592e+04  1.86111138e+01 
 4.57088190e+04  1.86111104e+01 
 4.67735141e+04  1.86111068e+01 
 4.78630092e+04  1.86111031e+01 
 4.89778819e+04  1.86110992e+01 
 5.01187234e+04  1.86110950e+01 
 5.12861384e+04  1.86110907e+01 
 5.24807460e+04  1.86110862e+01 
 5.37031796e+04  1.86110815e+01 
 5.49540874e+04  1.86110765e+01 
 5.62341325e+04  1.86110714e+01 
 5.75439937e+04  1.86110659e+01 
 5.88843655e+04  1.86110603e+01 
 6.02559586e+04  1.86110543e+01 
 6.16595002e+04  1.86110481e+01 
 6.30957344e+04  1.86110416e+01 
 6.45654229e+04  1.86110347e+01 
 6.60693448e+04  1.86110276e+01 
 6.76082975e+04  1.86110201e+01 
 6.91830971e+04  1.86110123e+01 
 7.07945784e+04  1.86110041e+01 
 7.24435960e+04  1.86109955e+01 
 7.41310241e+04  1.86109865e+01 
 7.58577575e+04  1.86109770e+01 
 7.76247117e+04  1.86109672e+01 
 7.94328235e+04  1.86109568e+01 
 8.12830516e+04  1.86109460e+01 
 8.31763771e+04  1.86109347e+01 
 8.51138038e+04  1.86109228e+01 
 8.70963590e+04  1.86109104e+01 
 8.91250938e+04  1.86108974e+01 
 9.12010839e+04  1.86108837e+01 
 9.33254301e+04  1.86108695e+01 
 9.54992586e+04  1.86108545e+01 
 9.77237221e+04  1.86108389e+01 
 1.00000000e+05  1.86108225e+01 
 1.02329299e+05  1.86108054e+01 
 1.04712855e+05  1.86107874e+01 
 1.07151931e+05  1.86107686e+01 
 1.09647820e+05  1.86107489e+01 
 1.12201845e+05  1.86107283e+01 
 1.14815362e+05  1.86107067e+01 
 1.17489755e+05  1.86106841e+01 
 1.20226443e+05  1.86106604e+01 
 1.23026877e+05  1.86106356e+01 
 1.25892541e+05  1.86106096e+01 
 1.28824955e+05  1.86105825e+01 
 1.31825674e+05  1.86105540e+01 
 1.34896288e+05  1.86105242e+01 
 1.38038426e+05  1.86104930e+01 
 1.41253754e+05  1.86104603e+01 
 1.44543977e+05  1.86104261e+01 
 1.47910839e+05  1.86103903e+01 
 1.51356125e+05  1.86103527e+01 
 1.54881662e+05  1.86103134e+01 
 1.58489319e+05  1.86102723e+01 
 1.62181010e+05  1.86102292e+01 
 1.65958691e+05  1.86101841e+01 
 1.69824365e+05  1.86101369e+01 
 1.73780083e+05  1.86100874e+01 
 1.77827941e+05  1.86100356e+01 
 1.81970086e+05  1.86099814e+01 
 1.86208714e+05  1.86099246e+01 
 1.90546072e+05  1.86098652e+01 
 1.94984460e+05  1.86098029e+01 
 1.99526231e+05  1.86097377e+01 
 2.04173794e+05  1.86096694e+01 
 2.08929613e+05  1.86095980e+01 
 2.13796209e+05  1.86095231e+01 
 2.18776162e+05  1.86094447e+01 
 2.23872114e+05  1.86093627e+01 
 2.29086765e+05  1.86092767e+01 
 2.34422882e+05  1.86091867e+01 
 2.39883292e+05  1.86090925e+01 
 2.45470892e+05  1.86089939e+01 
 2.51188643e+05  1.86088906e+01 
 2.57039578e+05  1.86087824e+01 
 2.63026799e+05  1.86086691e+01 
 2.69153480e+05  1.86085505e+01 
 2.75422870e+05  1.86084263e+01 
 2.81838293e+05  1.86082963e+01 
 2.88403150e+05  1.86081601e+01 
 2.95120923e+05  1.86080176e+01 
 3.01995172e+05  1.86078683e+01 
 3.09029543e+05  1.86077119e+01 
 3.16227766e+05  1.86075483e+01 
 3.23593657e+05  1.86073769e+01 
 3.31131121e+05  1.86071974e+01 
 3.38844156e+05  1.86070095e+01 
 3.46736850e+05  1.86068128e+01 
 3.54813389e+05  1.86066067e+01 
 3.63078055e+05  1.86063910e+01 
 3.71535229e+05  1.86061652e+01 
 3.80189396e+05  1.86059286e+01 
 3.89045145e+05  1.86056810e+01 
 3.98107171e+05  1.86054217e+01 
 4.07380278e+05  1.86051502e+01 
 4.16869383e+05  1.86048660e+01 
 4.26579519e+05  1.86045683e+01 
 4.36515832e+05  1.86042566e+01 
 4.46683592e+05  1.86039303e+01 
 4.57088190e+05  1.86035887e+01 
 4.67735141e+05  1.86032309e+01 
 4.78630092e+05  1.86028563e+01 
 4.89778819e+05  1.86024641e+01 
 5.01187234e+05  1.86020535e+01 
 5.12861384e+05  1.86016236e+01 
 5.24807460e+05  1.86011734e+01 
 5.37031796e+05  1.86007021e+01 
 5.49540874e+05  1.86002086e+01 
 5.62341325e+05  1.85996919e+01 
 5.75439937e+05  1.85991509e+01 
 5.88843655e+05  1.85985845e+01 
 6.02559586e+05  1.85979915e+01 
 6.16595002e+05  1.85973706e+01 
 6.30957344e+05  1.85967206e+01 
 6.45654229e+05  1.85960400e+01 
 6.60693448e+05  1.85953275e+01 
 6.76082975e+05  1.85945815e+01 
 6.91830971e+05  1.85938005e+01 
 7.07945784e+05  1.85929828e+01 
 7.24435960e+05  1.85921268e+01 
 7.41310241e+05  1.85912306e+01 
 7.58577575e+05  1.85902924e+01 
 7.76247117e+05  1.85893102e+01 
 7.94328235e+05  1.85882819e+01 
 8.12830516e+05  1.85872054e+01 
 8.31763771e+05  1.85860785e+01 
 8.51138038e+05  1.85848987e+01 
 8.70963590e+05  1.85836637e+01 
 8.91250938e+05  1.85823709e+01 
 9.12010839e+05  1.85810176e+01 
 9.33254301e+05  1.85796009e+01 
 9.54992586e+05  1.85781180e+01 
 9.77237221e+05  1.85765657e+01 
 1.00000000e+06  1.85749409e+01 
 1.02329299e+06  1.85732402e+01 
 1.04712855e+06  1.85714600e+01 
 1.07151931e+06  1.85695966e+01 
 1.09647820e+06  1.85676464e+01 
 1.12201845e+06  1.85656051e+01 
 1.14815362e+06  1.85634687e+01 
 1.17489755e+06  1.85612327e+01 
 1.20226443e+06  1.85588926e+01 
 1.23026877e+06  1.85564435e+01 
 1.25892541e+06  1.85538805e+01 
 1.28824955e+06  1.85511983e+01 
 1.31825674e+06  1.85483915e+01 
 1.34896288e+06  1.85454544e+01 
 1.38038426e+06  1.85423809e+01 
 1.41253754e+06  1.85391650e+01 
 1.44543977e+06  1.85358000e+01 
 1.47910839e+06  1.85322792e+01 
 1.51356125e+06  1.85285956e+01 
 1.54881662e+06  1.85247417e+01 
 1.58489319e+06  1.85207098e+01 
 1.62181010e+06  1.85164919e+01 
 1.65958691e+06  1.85120796e+01 
 1.69824365e+06  1.85074642e+01 
 1.73780083e+06  1.85026365e+01 
 1.77827941e+06  1.84975871e+01 
 1.81970086e+06  1.84923059e+01 
 1.86208714e+06  1.84867828e+01 
 1.90546072e+06  1.84810068e+01 
 1.94984460e+06  1.84749669e+01 
 1.99526231e+06  1.84686513e+01 
 2.04173794e+06  1.84620479e+01 
 2.08929613e+06  1.84551440e+01 
 2.13796209e+06  1.84479265e+01 
 2.18776162e+06  1.84403817e+01 
 2.23872114e+06  1.84324953e+01 
 2.29086765e+06  1.84242526e+01 
 2.34422882e+06  1.84156381e+01 
 2.39883292e+06  1.84066359e+01 
 2.45470892e+06  1.83972295e+01 
 2.51188643e+06  1.83874015e+01 
 2.57039578e+06  1.83771341e+01 
 2.63026799e+06  1.83664087e+01 
 2.69153480e+06  1.83552062e+01 
 2.75422870e+06  1.83435067e+01 
 2.81838293e+06  1.83312894e+01 
 2.88403150e+06  1.83185331e+01 
 2.95120923e+06  1.83052157e+01 
 3.01995172e+06  1.82913143e+01 
 3.09029543e+06  1.82768052e+01 
 3.16227766e+06  1.82616641e+01 
 3.23593657e+06  1.82458658e+01 
 3.31131121e+06  1.82293844e+01 
 3.38844156e+06  1.82121929e+01 
 3.46736850e+06  1.81942639e+01 
 3.54813389e+06  1.81755689e+01 
 3.63078055e+06  1.81560788e+01 
 3.71535229e+06  1.81357634e+01 
 3.80189396e+06  1.81145919e+01 
 3.89045145e+06  1.80925327e+01 
 3.98107171e+06  1.80695534e+01 
 4.07380278e+06  1.80456207e+01 
 4.16869383e+06  1.80207006e+01 
 4.26579519e+06  1.79947585e+01 
 4.36515832e+06  1.79677588e+01 
 4.46683592e+06  1.79396654e+01 
 4.57088190e+06  1.79104415e+01 
 4.67735141e+06  1.78800496e+01 
 4.78630092e+06  1.78484518e+01 
 4.89778819e+06  1.78156093e+01 
 5.01187234e+06  1.77814832e+01 
 5.12861384e+06  1.77460338e+01 
 5.24807460e+06  1.77092213e+01 
 5.37031796e+06  1.76710055e+01 
 5.49540874e+06  1.76313458e+01 
 5.62341325e+06  1.75902015e+01 
 5.75439937e+06  1.75475319e+01 
 5.88843655e+06  1.75032962e+01 
 6.02559586e+06  1.74574536e+01 
 6.16595002e+06  1.74099636e+01 
 6.30957344e+06  1.73607858e+01 
 6.45654229e+06  1.73098804e+01 
 6.60693448e+06  1.72572077e+01 
 6.76082975e+06  1.72027289e+01 
 6.91830971e+06  1.71464057e+01 
 7.07945784e+06  1.70882007e+01 
 7.24435960e+06  1.70280772e+01 
 7.41310241e+06  1.69659998e+01 
 7.58577575e+06  1.69019340e+01 
 7.76247117e+06  1.68358467e+01 
 7.94328235e+06  1.67677060e+01 
 8.12830516e+06  1.66974816e+01 
 8.31763771e+06  1.66251447e+01 
 8.51138038e+06  1.65506683e+01 
 8.70963590e+06  1.64740270e+01 
 8.91250938e+06  1.63951976e+01 
 9.12010839e+06  1.63141584e+01 
