 time            vgs_fr          time            vds_fr         
 2.70280000e-06  6.97436544e-01  2.70280000e-06  8.73593905e-01 
 2.71280000e-06  6.97271918e-01  2.71280000e-06  8.75404190e-01 
 2.72280000e-06  6.97145683e-01  2.72280000e-06  8.76905697e-01 
 2.73280000e-06  6.97058340e-01  2.73280000e-06  8.78093040e-01 
 2.74280000e-06  6.97010231e-01  2.74280000e-06  8.78961955e-01 
 2.75280000e-06  6.97001548e-01  2.75280000e-06  8.79509315e-01 
 2.76280000e-06  6.97032323e-01  2.76280000e-06  8.79733129e-01 
 2.77280000e-06  6.97102437e-01  2.77280000e-06  8.79632554e-01 
 2.78280000e-06  6.97211612e-01  2.78280000e-06  8.79207889e-01 
 2.79280000e-06  6.97359417e-01  2.79280000e-06  8.78460583e-01 
 2.80280000e-06  6.97545269e-01  2.80280000e-06  8.77393226e-01 
 2.81280000e-06  6.97768434e-01  2.81280000e-06  8.76009551e-01 
 2.82280000e-06  6.98028033e-01  2.82280000e-06  8.74314425e-01 
 2.83280000e-06  6.98323039e-01  2.83280000e-06  8.72313839e-01 
 2.84280000e-06  6.98652290e-01  2.84280000e-06  8.70014900e-01 
 2.85280000e-06  6.99014485e-01  2.85280000e-06  8.67425814e-01 
 2.86280000e-06  6.99408196e-01  2.86280000e-06  8.64555873e-01 
 2.87280000e-06  6.99831867e-01  2.87280000e-06  8.61415430e-01 
 2.88280000e-06  7.00283829e-01  2.88280000e-06  8.58015881e-01 
 2.89280000e-06  7.00762295e-01  2.89280000e-06  8.54369632e-01 
 2.90280000e-06  7.01265379e-01  2.90280000e-06  8.50490072e-01 
 2.91280000e-06  7.01791096e-01  2.91280000e-06  8.46391538e-01 
 2.92280000e-06  7.02337369e-01  2.92280000e-06  8.42089274e-01 
 2.93280000e-06  7.02902043e-01  2.93280000e-06  8.37599384e-01 
 2.94280000e-06  7.03482891e-01  2.94280000e-06  8.32938791e-01 
 2.95280000e-06  7.04077618e-01  2.95280000e-06  8.28125177e-01 
 2.96280000e-06  7.04683879e-01  2.96280000e-06  8.23176925e-01 
 2.97280000e-06  7.05299281e-01  2.97280000e-06  8.18113062e-01 
 2.98280000e-06  7.05921395e-01  2.98280000e-06  8.12953184e-01 
 2.99280000e-06  7.06547765e-01  2.99280000e-06  8.07717389e-01 
 3.00280000e-06  7.07175920e-01  3.00280000e-06  8.02426201e-01 
 3.01280000e-06  7.07803381e-01  3.01280000e-06  7.97100485e-01 
 3.02280000e-06  7.08427671e-01  3.02280000e-06  7.91761367e-01 
 3.03280000e-06  7.09046327e-01  3.03280000e-06  7.86430147e-01 
 3.04280000e-06  7.09656907e-01  3.04280000e-06  7.81128207e-01 
 3.05280000e-06  7.10257002e-01  3.05280000e-06  7.75876919e-01 
 3.06280000e-06  7.10844242e-01  3.06280000e-06  7.70697554e-01 
 3.07280000e-06  7.11416311e-01  3.07280000e-06  7.65611182e-01 
 3.08280000e-06  7.11970951e-01  3.08280000e-06  7.60638582e-01 
 3.09280000e-06  7.12505973e-01  3.09280000e-06  7.55800142e-01 
 3.10280000e-06  7.13019265e-01  3.10280000e-06  7.51115770e-01 
 3.11280000e-06  7.13508802e-01  3.11280000e-06  7.46604794e-01 
 3.12280000e-06  7.13972652e-01  3.12280000e-06  7.42285879e-01 
 3.13280000e-06  7.14408984e-01  3.13280000e-06  7.38176934e-01 
 3.14280000e-06  7.14816076e-01  3.14280000e-06  7.34295032e-01 
 3.15280000e-06  7.15192321e-01  3.15280000e-06  7.30656323e-01 
 3.16280000e-06  7.15536235e-01  3.16280000e-06  7.27275968e-01 
 3.17280000e-06  7.15846461e-01  3.17280000e-06  7.24168058e-01 
 3.18280000e-06  7.16121773e-01  3.18280000e-06  7.21345558e-01 
